100,1505965544,"Invoice","{\"order_id\": 0, \"total\": 1770, \"product_ids\": [28018, 64878], \"status\": \"paid\"}"
63,1504915020,"Order","{\"customer_address\": \"Address 37\", \"status\": \"paid\", \"customer_name\": \"Customer 37\"}"
62,1504896060,"Order","{\"customer_address\": \"Address 38\", \"status\": \"paid\", \"customer_name\": \"Customer 38\"}"
61,1504895699,"Order","{\"customer_address\": \"Address 39\", \"status\": \"paid\", \"customer_name\": \"Customer 39\"}"
60,1504794128,"Order","{\"customer_address\": \"Address 40\", \"status\": \"unpaid\", \"customer_name\": \"Customer 40\"}"
59,1504777827,"Product","{\"price\": 9062, \"name\": \"Laptop\", \"stock_levels\": 66}"
58,1504770591,"Order","{\"customer_address\": \"Address 42\", \"status\": \"paid\", \"customer_name\": \"Customer 42\"}"
57,1504752680,"Order","{\"customer_address\": \"Address 43\", \"status\": \"paid\", \"customer_name\": \"Customer 43\"}"
56,1504662753,"Invoice","{\"order_id\": 44, \"total\": 242, \"product_ids\": [3850, 68309, 69838, 88708], \"status\": \"unpaid\"}"
55,1504641596,"Order","{\"customer_address\": \"Address 45\", \"status\": \"paid\", \"customer_name\": \"Customer 45\"}"
54,1504635079,"Product","{\"price\": 2333, \"name\": \"Computer\", \"stock_levels\": 71}"
53,1504611416,"Invoice","{\"order_id\": 47, \"total\": 1245, \"product_ids\": [9159], \"status\": \"paid\"}"
52,1504600426,"Product","{\"price\": 1666, \"name\": \"Computer\", \"stock_levels\": 42}"
51,1504591887,"Order","{\"customer_address\": \"Address 49\", \"status\": \"unpaid\", \"customer_name\": \"Customer 49\"}"
50,1504479137,"Invoice","{\"order_id\": 50, \"total\": 27, \"product_ids\": [29792], \"status\": \"paid\"}"
49,1504475886,"Invoice","{\"order_id\": 51, \"total\": 254, \"product_ids\": [58752, 95935, 1149, 74244], \"status\": \"paid\"}"
48,1504382396,"Product","{\"price\": 3824, \"name\": \"Laptop\", \"stock_levels\": 92}"
47,1504371229,"Order","{\"customer_address\": \"Address 53\", \"status\": \"unpaid\", \"customer_name\": \"Customer 53\"}"
46,1504357932,"Invoice","{\"order_id\": 54, \"total\": 1489, \"product_ids\": [21419, 63855, 12232], \"status\": \"unpaid\"}"
45,1504269000,"Order","{\"customer_address\": \"Address 55\", \"status\": \"paid\", \"customer_name\": \"Customer 55\"}"
44,1504254027,"Product","{\"price\": 4213, \"name\": \"Laptop\", \"stock_levels\": 32}"
43,1504251013,"Product","{\"price\": 8582, \"name\": \"Tablet\", \"stock_levels\": 41}"
42,1504233536,"Product","{\"price\": 1369, \"name\": \"Watch\", \"stock_levels\": 35}"
41,1504212680,"Product","{\"price\": 4725, \"name\": \"Tablet\", \"stock_levels\": 32}"
40,1504120750,"Invoice","{\"order_id\": 60, \"total\": 722, \"product_ids\": [49631, 21989, 98285], \"status\": \"paid\"}"
39,1504110358,"Order","{\"customer_address\": \"Address 61\", \"status\": \"unpaid\", \"customer_name\": \"Customer 61\"}"
38,1504096297,"Product","{\"price\": 8041, \"name\": \"Camera\", \"stock_levels\": 29}"
37,1504070976,"Invoice","{\"order_id\": 63, \"total\": 1729, \"product_ids\": [86210, 20669], \"status\": \"paid\"}"
36,1503975503,"Product","{\"price\": 2157, \"name\": \"Watch\", \"stock_levels\": 7}"
35,1503961387,"Invoice","{\"order_id\": 65, \"total\": 156, \"product_ids\": [72128, 56086, 29699], \"status\": \"paid\"}"
34,1503847883,"Product","{\"price\": 4956, \"name\": \"Camera\", \"stock_levels\": 30}"
33,1503837881,"Order","{\"customer_address\": \"Address 67\", \"status\": \"paid\", \"customer_name\": \"Customer 67\"}"
32,1503809781,"Order","{\"customer_address\": \"Address 68\", \"status\": \"paid\", \"customer_name\": \"Customer 68\"}"
31,1503801444,"Product","{\"price\": 7294, \"name\": \"Phone\", \"stock_levels\": 57}"
30,1503779852,"Order","{\"customer_address\": \"Address 70\", \"status\": \"unpaid\", \"customer_name\": \"Customer 70\"}"
29,1503753443,"Invoice","{\"order_id\": 71, \"total\": 892, \"product_ids\": [38658, 91086, 69808, 62859], \"status\": \"paid\"}"
28,1503741602,"Order","{\"customer_address\": \"Address 72\", \"status\": \"unpaid\", \"customer_name\": \"Customer 72\"}"
27,1503736320,"Order","{\"customer_address\": \"Address 73\", \"status\": \"unpaid\", \"customer_name\": \"Customer 73\"}"
26,1503636314,"Invoice","{\"order_id\": 74, \"total\": 1972, \"product_ids\": [55302, 10491], \"status\": \"paid\"}"
25,1503622778,"Invoice","{\"order_id\": 75, \"total\": 621, \"product_ids\": [87110, 38097, 72752, 4305], \"status\": \"paid\"}"
24,1503610198,"Product","{\"price\": 6681, \"name\": \"Laptop\", \"stock_levels\": 43}"
23,1503594725,"Invoice","{\"order_id\": 77, \"total\": 1753, \"product_ids\": [36172, 39199, 70619], \"status\": \"unpaid\"}"
22,1503587504,"Invoice","{\"order_id\": 78, \"total\": 1404, \"product_ids\": [41557, 35944, 87786], \"status\": \"unpaid\"}"
21,1503569110,"Invoice","{\"order_id\": 79, \"total\": 99, \"product_ids\": [34409, 56420], \"status\": \"unpaid\"}"
20,1503541926,"Order","{\"customer_address\": \"Address 80\", \"status\": \"unpaid\", \"customer_name\": \"Customer 80\"}"
19,1503537651,"Product","{\"price\": 3816, \"name\": \"Camera\", \"stock_levels\": 1}"
18,1503534897,"Invoice","{\"order_id\": 82, \"total\": 24, \"product_ids\": [67957], \"status\": \"paid\"}"
17,1503523202,"Product","{\"price\": 5488, \"name\": \"Camera\", \"stock_levels\": 85}"
16,1503505338,"Invoice","{\"order_id\": 84, \"total\": 779, \"product_ids\": [3185, 83000], \"status\": \"unpaid\"}"
15,1503486502,"Product","{\"price\": 8824, \"name\": \"Camera\", \"stock_levels\": 2}"
14,1503480602,"Order","{\"customer_address\": \"Address 86\", \"status\": \"paid\", \"customer_name\": \"Customer 86\"}"
13,1503469160,"Invoice","{\"order_id\": 87, \"total\": 705, \"product_ids\": [29345, 30323, 85094, 35395], \"status\": \"paid\"}"
12,1503464713,"Order","{\"customer_address\": \"Address 88\", \"status\": \"paid\", \"customer_name\": \"Customer 88\"}"
11,1503452974,"Order","{\"customer_address\": \"Address 89\", \"status\": \"unpaid\", \"customer_name\": \"Customer 89\"}"
10,1503452024,"Invoice","{\"order_id\": 90, \"total\": 1589, \"product_ids\": [74801, 88475, 54373, 92180], \"status\": \"paid\"}"
9,1503433583,"Order","{\"customer_address\": \"Address 91\", \"status\": \"unpaid\", \"customer_name\": \"Customer 91\"}"
8,1503412328,"Product","{\"price\": 6011, \"name\": \"Watch\", \"stock_levels\": 84}"
7,1503407819,"Invoice","{\"order_id\": 93, \"total\": 571, \"product_ids\": [99601, 13112, 28557], \"status\": \"paid\"}"
6,1503391345,"Product","{\"price\": 1027, \"name\": \"Camera\", \"stock_levels\": 4}"
5,1503365785,"Order","{\"customer_address\": \"Address 95\", \"status\": \"unpaid\", \"customer_name\": \"Customer 95\"}"
4,1503346436,"Invoice","{\"order_id\": 96, \"total\": 1340, \"product_ids\": [54439, 19053], \"status\": \"paid\"}"
3,1503329686,"Order","{\"customer_address\": \"Address 97\", \"status\": \"paid\", \"customer_name\": \"Customer 97\"}"
2,1503327159,"Invoice","{\"order_id\": 98, \"total\": 772, \"product_ids\": [77616, 80610, 66587, 60335], \"status\": \"unpaid\"}"
1,1503319693,"Product","{\"price\": 5643, \"name\": \"Camera\", \"stock_levels\": 95}"
